,Country,Year,Expenditure_per_Visitor
123,AUSTRIA,2013,960.8284134570331
124,AUSTRIA,2014,1009.1868291795524
125,AUSTRIA,2015,877.7756868648852
126,AUSTRIA,2016,847.2342639153807
127,AUSTRIA,2017,937.0811939778957
128,AUSTRIA,2018,1067.9163270850313
129,AUSTRIA,2019,973.701898840531
130,AUSTRIA,2020,1131.180625630676
131,AUSTRIA,2021,977.2666843924488
132,AUSTRIA,2022,965.8832448824867
135,AZERBAIJAN,1997,284.4036697247706
136,AZERBAIJAN,1998,148.34205933682372
137,AZERBAIJAN,1999,115.4485049833887
138,AZERBAIJAN,2000,99.5475113122172
139,AZERBAIJAN,2001,96.46017699115045
140,AZERBAIJAN,2002,92.02453987730061
141,AZERBAIJAN,2003,75.2542372881356
142,AZERBAIJAN,2004,85.5397148676171
143,AZERBAIJAN,2005,89.61748633879782
144,AZERBAIJAN,2006,109.47712418300654
145,AZERBAIJAN,2007,161.8638871857756
146,AZERBAIJAN,2008,158.64939870490286
147,AZERBAIJAN,2009,85.92592592592592
148,AZERBAIJAN,2010,246.22166246851384
149,AZERBAIJAN,2011,475.77464788732397
150,AZERBAIJAN,2012,639.3908105317502
151,AZERBAIJAN,2013,671.4119019836639
152,AZERBAIJAN,2014,708.765315739868
153,AZERBAIJAN,2015,635.498046875
154,AZERBAIJAN,2016,582.4381130312938
155,AZERBAIJAN,2017,646.872718422974
156,AZERBAIJAN,2018,465.3626731866341
157,AZERBAIJAN,2019,305.67528735632186
158,AZERBAIJAN,2020,353.6480686695279
159,AZERBAIJAN,2021,576.4102564102565
160,AZERBAIJAN,2022,712.751677852349
161,AZERBAIJAN,2022,599.3288590604027
162,BAHRAIN,2015,457.9685687163801
163,BAHRAIN,2016,723.6562405101731
164,BAHRAIN,2017,733.4183673469388
165,BAHRAIN,2018,578.4518828451883
166,BAHRAIN,2019,583.0508474576271
167,BAHRAIN,2020,644.9468085106383
168,BANGLADESH,1995,281.9277108433735
169,BANGLADESH,1996,148.18880351262348
170,BANGLADESH,1997,205.54272517321016
171,BANGLADESH,1998,152.21774193548387
172,BANGLADESH,1999,191.2964641885766
173,BANGLADESH,2000,257.0921985815603
174,BANGLADESH,2001,153.48837209302326
175,BANGLADESH,2002,97.58203799654576
176,BANGLADESH,2003,116.69024045261669
177,BANGLADESH,2004,102.87539936102236
178,BANGLADESH,2005,79.79626485568761
179,BANGLADESH,2006,78.06487080813633
180,BANGLADESH,2007,67.0391061452514
181,BANGLADESH,2008,210.28571428571428
182,BANGLADESH,2009,110.47027506654835
183,BANGLADESH,2010,136.43491897543126
184,BANGLADESH,2011,156.08838740009404
185,BANGLADESH,2012,133.7439507259129
186,BANGLADESH,2013,239.72602739726028
187,BANGLADESH,2019,588.2352941176471
188,BELARUS,1997,117.6470588235294
189,BELARUS,1998,137.62486126526082
190,BELARUS,1999,124.19700214132763
191,BELARUS,2000,35.785288270377734
192,BELARUS,2001,84.15199258572753
193,BELARUS,2002,64.90258030542391
194,BELARUS,2003,52.32100708103855
195,BELARUS,2004,60.492001613120046
196,BELARUS,2005,62.5
197,BELARUS,2006,79.88004362050164
198,BELARUS,2007,75.47639805704321
199,BELARUS,2008,106.81784275697449
200,BELARUS,2009,94.58259325044405
201,BELARUS,2010,78.94402843000381
202,BELARUS,2011,74.79012973798015
203,BELARUS,2012,88.45291479820628
204,BELARUS,2013,120.74562781443083
205,BELARUS,2014,145.1108050582196
206,BELARUS,2015,116.8460640643237
207,BELARUS,2016,90.53870529651427
208,BELARUS,2017,98.93317230273752
209,BELARUS,2018,105.04077822541024
210,BELARUS,2019,110.05488043904352
211,BELARUS,2020,152.81850765721734
212,BELARUS,2021,181.58319870759289
213,BELGIUM,1996,1521.8777679362267
214,BELGIUM,1997,1045.9724430312665
215,BELGIUM,1998,1068.8014403292182
216,BELGIUM,1999,1524.9609984399376
217,BELGIUM,2000,1188.7291981845688
218,BELGIUM,2001,1487.9756468797564
219,BELGIUM,2002,1503.7649490624538
220,BELGIUM,2003,1679.9669785360484
221,BELGIUM,2004,1588.9787088694068
222,BELGIUM,2005,1602.658947142704
223,BELGIUM,2006,1983.4437086092714
224,BELGIUM,2007,2090.7896308684744
225,BELGIUM,2008,2196.804320918195
226,BELGIUM,2009,2165.356125356125
227,BELGIUM,2010,2143.1655493693897
228,BELGIUM,2011,2125.218464069086
229,BELGIUM,2012,2105.8897243107767
230,BELGIUM,2013,2051.00435064334
231,BELGIUM,2014,2167.227731780548
232,BELGIUM,2015,1260.1753576372867
233,BELGIUM,2016,1079.7935985641639
234,BELGIUM,2017,807.1192052980133
235,BELGIUM,2018,872.9114403370095
236,BELGIUM,2019,786.9398423337971
237,BELGIUM,2020,1270.082288401254
238,BELGIUM,2021,1342.8833792470157
239,BELGIUM,2022,866.7025651067163
240,BELGIUM,2022,793.4207949872724
262,BOLIVIA,2007,577.9467680608365
263,BOLIVIA,2008,516.5441176470588
264,BOLIVIA,2009,559.8455598455598
265,BOLIVIA,2010,518.2119205298013
266,BOLIVIA,2011,384.51612903225805
267,BOLIVIA,2012,458.1218274111675
268,BOLIVIA,2013,622.4611708482677
269,BOLIVIA,2014,866.9527896995709
270,BOLIVIA,2015,736.7875647668394
271,BOLIVIA,2016,870.2127659574468
272,BOLIVIA,2017,831.494483450351
273,BOLIVIA,2018,816.9811320754717
274,BOLIVIA,2019,924.1379310344828
275,BOLIVIA,2019,807.7586206896551
278,BOLIVIA,2022,808.7697929354446
279,BRAZIL,1995,1304.2307692307693
280,BRAZIL,1996,1155.3858309191467
281,BRAZIL,1997,1350.0249128051819
282,BRAZIL,1998,1291.0573004075761
283,BRAZIL,1999,1077.5410408662242
284,BRAZIL,2000,1206.3197026022306
285,BRAZIL,2001,1196.3350785340315
286,BRAZIL,2002,1024.80752780154
287,BRAZIL,2003,700.2167853824714
288,BRAZIL,2004,967.3180592991914
289,BRAZIL,2005,1403.091557669441
290,BRAZIL,2006,1483.27328872877
291,BRAZIL,2007,1761.2612612612613
292,BRAZIL,2008,2092.783505154639
293,BRAZIL,2009,2215.040650406504
294,BRAZIL,2010,2472.5104537711013
295,BRAZIL,2011,2664.5318304086077
296,BRAZIL,2012,2593.738966694127
297,BRAZIL,2013,2822.9190164674037
298,BRAZIL,2014,2658.5213684101072
299,BRAZIL,2015,1831.2935218400507
300,BRAZIL,2016,1634.0171325518486
301,BRAZIL,2017,1790.951932139491
302,BRAZIL,2018,1718.6676703048552
304,BULGARIA,1995,55.33484676503973
305,BULGARIA,1996,66.20093147039255
306,BULGARIA,1997,72.57273618829683
307,BULGARIA,1998,200.2314814814815
308,BULGARIA,1999,221.3804713804714
309,BULGARIA,2000,230.20967051775781
310,BULGARIA,2001,215.75091575091574
311,BULGARIA,2002,224.90589711417817
312,BULGARIA,2003,303.5556861592712
313,BULGARIA,2004,351.10767645543535
314,BULGARIA,2005,309.09090909090907
315,BULGARIA,2006,353.58851674641147
316,BULGARIA,2007,416.389811738649
317,BULGARIA,2008,403.5271520866073
318,BULGARIA,2009,351.4920889244943
319,BULGARIA,2010,224.70076169749728
320,BULGARIA,2011,237.70707336313436
321,BULGARIA,2012,245.6093666844066
322,BULGARIA,2013,283.206106870229
323,BULGARIA,2014,289.08128908128907
324,BULGARIA,2015,240.88063889488453
325,BULGARIA,2016,252.41097922848664
326,BULGARIA,2017,272.15799614643544
327,BULGARIA,2018,278.84758919241676
328,BULGARIA,2019,260.45383188240334
329,BULGARIA,2020,263.7805184998742
330,BULGARIA,2021,248.3597066769587
331,BULGARIA,2022,252.75785990071705
332,BULGARIA,2022,212.76889134031993
350,CAMBODIA,2005,169.01408450704224
351,CAMBODIA,2006,155.01905972045742
352,CAMBODIA,2007,123.49397590361446
353,CAMBODIA,2008,123.40966921119593
355,CAMBODIA,2010,120.79207920792079
356,CAMBODIA,2011,371.83098591549293
357,CAMBODIA,2012,396.4646464646465
358,CAMBODIA,2013,407.11009174311926
359,CAMBODIA,2014,419.4560669456067
360,CAMBODIA,2015,427.1356783919598
361,CAMBODIA,2016,429.5676429567643
362,CAMBODIA,2017,422.94520547945206
363,CAMBODIA,2018,432.5814536340852
364,CAMBODIA,2019,447.00686947988225
367,CAMBODIA,2022,496.9072164948454
368,CANADA,1995,184.21099879706267
369,CANADA,1996,199.64165971864966
370,CANADA,1997,104.50519339833046
371,CANADA,1998,230.90347983398956
372,CANADA,1999,247.5671718911471
373,CANADA,2000,263.61748124284685
374,CANADA,2001,276.86859100483787
375,CANADA,2002,149.3647982262771
376,CANADA,2003,170.00854058050453
377,CANADA,2004,185.75377215129288
378,CANADA,2005,409.4160932070587
379,CANADA,2006,439.46111869031375
380,CANADA,2007,246.21087232363197
381,CANADA,2008,526.2191468388194
382,CANADA,2009,509.4347569707691
383,CANADA,2010,538.7767573105197
384,CANADA,2011,269.73615137981443
385,CANADA,2012,285.0019561665273
386,CANADA,2013,287.89847638588094
387,CANADA,2014,591.0224830161445
388,CANADA,2015,303.3830321329986
389,CANADA,2016,308.7231853830255
390,CANADA,2017,317.06982235523463
391,CANADA,2018,613.8622648207313
392,CANADA,2019,314.66856608645327
393,CANADA,2020,826.9770626497775
394,CANADA,2021,497.81797482765165
395,CANADA,2022,772.7955911823648
405,CHILE,2000,405.75916230366494
406,CHILE,2001,528.3582089552239
407,CHILE,2002,232.95257874697128
408,CHILE,2003,281.55018217952966
409,CHILE,2004,282.9423689545323
410,CHILE,2005,199.45826151194288
411,CHILE,2006,199.69074442235475
412,CHILE,2007,209.34503162619873
413,CHILE,2008,214.45523193096008
414,CHILE,2009,497.6685036032217
415,CHILE,2010,239.8173515981735
416,CHILE,2011,516.4596273291926
417,CHILE,2012,545.8236658932715
418,CHILE,2013,520.9580838323353
419,CHILE,2014,552.8370640291515
420,CHILE,2015,484.2797952717524
421,CHILE,2016,504.33356758022956
422,CHILE,2017,533.3180673231051
423,CHILE,2018,519.6525515743757
424,CHILE,2019,601.0755316548522
425,CHILE,2020,232.02755058114508
426,CHILE,2021,548.604427333975
427,CHILE,2021,291.62656400384986
428,CHILE,2022,492.92203676315233
429,CHILE,2022,362.9833086837101
430,CHINA,1995,815.929203539823
431,CHINA,1996,884.0150167950998
432,CHINA,1997,1527.0473328324567
433,CHINA,1998,1092.451934488488
434,CHINA,1999,1176.7764298093587
435,CHINA,2000,1252.1722524587033
436,CHINA,2001,1146.3776477375752
437,CHINA,2002,927.4786170340923
438,CHINA,2003,751.0137474038177
439,CHINA,2004,663.6744879215333
440,CHINA,2005,701.315026107136
441,CHINA,2006,704.4954234735256
442,CHINA,2007,727.3038042682033
443,CHINA,2008,788.6964488264549
444,CHINA,2009,917.0303844216887
445,CHINA,2010,956.3308123932667
446,CHINA,2011,1033.238434163701
447,CHINA,2012,1225.9503257916376
448,CHINA,2013,1309.527931965168
449,CHINA,2014,1949.8940759736863
450,CHINA,2015,1953.9418113561708
451,CHINA,2016,1850.8991341670983
452,CHINA,2017,1802.8804138847136
453,CHINA,2018,1851.890195030724
454,CHINA,2019,1646.625536758239
455,CHINA,2020,6444.870659978362
456,COLOMBIA,1995,830.6527909176916
457,COLOMBIA,1996,1202.368137782562
458,COLOMBIA,1997,1128.8515406162464
459,COLOMBIA,1998,1024.7026532479415
460,COLOMBIA,1999,922.5865209471767
461,COLOMBIA,2000,858.2995951417004
462,COLOMBIA,2001,842.8674873280231
463,COLOMBIA,2002,841.8167580266249
464,COLOMBIA,2003,902.2939677145284
465,COLOMBIA,2004,843.4163701067615
466,COLOMBIA,2005,965.228589826143
467,COLOMBIA,2007,938.8560157790927
468,COLOMBIA,2008,1066.1116552399608
469,COLOMBIA,2009,1061.2629594721961
470,COLOMBIA,2010,1127.668659265585
471,COLOMBIA,2011,1202.2204599524187
472,COLOMBIA,2012,1144.2095298201325
473,COLOMBIA,2013,1093.2038834951456
474,COLOMBIA,2014,1197.391971362823
475,COLOMBIA,2015,1118.073537027447
476,COLOMBIA,2016,1120.9486166007905
477,COLOMBIA,2017,1114.015434403784
478,COLOMBIA,2018,1095.2380952380952
479,COLOMBIA,2019,1101.808439383791
480,COLOMBIA,2020,1065.0980392156862
481,COLOMBIA,2021,866.1784287616512
482,COLOMBIA,2022,867.1669032650578
507,COSTA RICA,2007,1083.1889081455806
508,COSTA RICA,2008,1109.8484848484848
509,COSTA RICA,2009,626.9430051813472
510,COSTA RICA,2010,631.4199395770393
511,COSTA RICA,2011,557.8800557880056
512,COSTA RICA,2012,545.9249676584735
513,COSTA RICA,2013,537.9746835443038
514,COSTA RICA,2014,563.9097744360902
515,COSTA RICA,2015,750.8161044613711
516,COSTA RICA,2016,775.096525096525
517,COSTA RICA,2017,907.8260869565217
518,COSTA RICA,2018,776.6450417052827
519,COSTA RICA,2019,898.5255854293148
521,COSTA RICA,2021,962.5850340136054
522,COSTA RICA,2022,1034.2612419700215
523,CROATIA,2008,255.4063282494878
524,CROATIA,2009,210.03524777109683
525,CROATIA,2010,444.2071542979178
526,CROATIA,2011,159.4281577994933
527,CROATIA,2012,179.4921496414034
528,CROATIA,2013,165.87068332108743
529,CROATIA,2014,182.40620957309184
530,CROATIA,2015,173.36394948335246
531,CROATIA,2016,183.0331202789076
532,CROATIA,2017,527.1467077396997
533,CROATIA,2018,568.1208053691275
534,CROATIA,2019,504.0
535,CROATIA,2020,1143.0678466076697
536,CROATIA,2021,1214.9944873208378
537,CROATIA,2022,723.5528942115768
543,CYPRUS,1999,798.1481481481482
544,CYPRUS,2000,702.3809523809524
545,CYPRUS,2001,625.7309941520468
546,CYPRUS,2002,688.1720430107526
547,CYPRUS,2003,829.0366350067843
548,CYPRUS,2004,944.1210710128056
549,CYPRUS,2005,1019.6936542669584
550,CYPRUS,2006,1037.5536480686694
551,CYPRUS,2007,1368.1776133209992
552,CYPRUS,2008,1376.8595041322315
553,CYPRUS,2009,1198.8054607508532
554,CYPRUS,2010,1059.3900481540932
556,CYPRUS,2011,1129.859387923904
558,CYPRUS,2012,1103.852596314908
560,CYPRUS,2013,1124.6636771300448
562,CYPRUS,2014,1110.8354011579818
564,CYPRUS,2015,965.1474530831099
565,CYPRUS,2016,883.2807570977918
566,CYPRUS,2017,979.3887704335466
568,CYPRUS,2018,1085.0622406639004
570,CYPRUS,2019,1036.1216730038022
574,CYPRUS,2021,1715.953307392996
576,CZECH REPUBLIC (CZECHIA),2003,268.12699292943296
577,CZECH REPUBLIC (CZECHIA),2004,343.21842541020624
578,CZECH REPUBLIC (CZECHIA),2005,345.3970989516013
579,CZECH REPUBLIC (CZECHIA),2006,432.50430157985295
580,CZECH REPUBLIC (CZECHIA),2007,327.42440041710114
581,CZECH REPUBLIC (CZECHIA),2008,384.17368048454335
582,CZECH REPUBLIC (CZECHIA),2009,344.9254215304799
583,CZECH REPUBLIC (CZECHIA),2010,357.58136405684974
584,CZECH REPUBLIC (CZECHIA),2011,907.1793900359917
585,CZECH REPUBLIC (CZECHIA),2012,825.2445100572061
586,CZECH REPUBLIC (CZECHIA),2013,802.1103615291472
587,CZECH REPUBLIC (CZECHIA),2014,908.3348079985843
588,CZECH REPUBLIC (CZECHIA),2015,814.8907103825137
589,CZECH REPUBLIC (CZECHIA),2016,816.3265306122449
590,CZECH REPUBLIC (CZECHIA),2017,806.6420664206642
591,CZECH REPUBLIC (CZECHIA),2018,808.1190798376184
592,CZECH REPUBLIC (CZECHIA),2019,801.66076776477
593,CZECH REPUBLIC (CZECHIA),2020,1409.754064193414
594,CZECH REPUBLIC (CZECHIA),2021,2782.9457364341083
595,CZECH REPUBLIC (CZECHIA),2022,942.3296535972593
596,DENMARK,1996,822.2442899702086
597,DENMARK,1997,893.6714255273812
598,DENMARK,1998,955.9314954051796
599,DENMARK,1999,1032.672849915683
600,DENMARK,2000,931.7501496707245
601,DENMARK,2001,982.8143954710878
602,DENMARK,2002,1182.9787234042553
603,DENMARK,2003,1196.800862688713
604,DENMARK,2004,1572.1382289416847
605,DENMARK,2005,1252.5141707807643
606,DENMARK,2006,1221.4064284548865
607,DENMARK,2007,1345.2163315051798
608,DENMARK,2008,1527.9659681739404
609,DENMARK,2009,1274.4067074037232
610,DENMARK,2010,1175.5112606782293
611,DENMARK,2011,1254.1422380830998
612,DENMARK,2012,1224.0214203748565
613,DENMARK,2013,1443.6004013186184
614,DENMARK,2014,1224.5544090056285
615,DENMARK,2015,991.8807696585475
616,DENMARK,2016,950.5750699409388
617,DENMARK,2017,1212.3160628168666
618,DENMARK,2018,1409.7658862876253
619,DENMARK,2019,1100.5721830985915
620,DENMARK,2020,1305.437352245863
621,DENMARK,2021,2337.837837837838
622,DENMARK,2022,1398.808538805229
645,DOMINICAN REPUBLIC,2017,1015.3256704980843
646,DOMINICAN REPUBLIC,2018,1068.0933852140079
647,DOMINICAN REPUBLIC,2019,1172.9323308270677
649,DOMINICAN REPUBLIC,2021,1250.0
650,DOMINICAN REPUBLIC,2022,1306.4102564102564
656,ECUADOR,2000,575.0
657,ECUADOR,2001,604.982206405694
658,ECUADOR,2002,580.5422647527911
659,ECUADOR,2003,577.4877650897226
660,ECUADOR,2004,648.424543946932
661,ECUADOR,2005,646.0843373493976
662,ECUADOR,2006,635.743519781719
663,ECUADOR,2007,629.2134831460675
664,ECUADOR,2008,665.0306748466257
665,ECUADOR,2009,674.4471744471745
666,ECUADOR,2010,631.8131256952169
667,ECUADOR,2011,581.2133072407045
668,ECUADOR,2012,597.8473581213307
669,ECUADOR,2013,547.451669595782
670,ECUADOR,2014,579.3795620437957
671,ECUADOR,2015,523.3415233415234
672,ECUADOR,2016,791.3616398243046
673,ECUADOR,2017,789.9034892353378
674,ECUADOR,2018,808.8445078459343
675,ECUADOR,2019,801.980198019802
676,ECUADOR,2020,803.1496062992126
677,ECUADOR,2021,930.8755760368664
678,ECUADOR,2022,801.1958146487294
679,EGYPT,1995,476.332463660082
680,EGYPT,1996,468.3499288762447
681,EGYPT,1997,494.8567229977957
682,EGYPT,1998,403.9943938332165
683,EGYPT,1999,373.5273735273735
684,EGYPT,2000,361.67341430499323
685,EGYPT,2001,368.2498373454782
686,EGYPT,2002,380.1801801801802
687,EGYPT,2003,362.5137211855104
688,EGYPT,2004,241.26679462571977
689,EGYPT,2005,306.9530808366309
690,EGYPT,2006,393.7320679761642
691,EGYPT,2009,538.1679389312977
692,EGYPT,2010,485.05846686877436
693,EGYPT,2011,453.01254369730617
694,EGYPT,2012,461.07784431137725
695,EGYPT,2013,521.2729159460395
696,EGYPT,2014,508.0906148867314
699,EL SALVADOR,1997,244.01913875598086
700,EL SALVADOR,1998,206.22119815668202
701,EL SALVADOR,1999,214.7395171537484
702,EL SALVADOR,2000,178.76489707475622
703,EL SALVADOR,2001,209.00321543408361
704,EL SALVADOR,2002,190.8091908091908
705,EL SALVADOR,2003,243.61702127659575
706,EL SALVADOR,2004,270.6209453197405
707,EL SALVADOR,2005,166.26311541565778
708,EL SALVADOR,2006,180.35426731078906
709,EL SALVADOR,2007,274.70355731225294
710,EL SALVADOR,2009,139.03345724907064
711,EL SALVADOR,2010,77.03130495954977
712,EL SALVADOR,2011,138.18924438393464
713,EL SALVADOR,2012,178.52257181942545
714,EL SALVADOR,2013,79.89435457246616
715,EL SALVADOR,2014,163.6963696369637
716,EL SALVADOR,2015,90.88098918083462
717,EL SALVADOR,2016,228.38137472283813
718,EL SALVADOR,2017,223.4099412079102
719,EL SALVADOR,2018,247.7628635346756
720,EL SALVADOR,2019,253.81779884149552
721,EL SALVADOR,2020,287.378640776699
722,EL SALVADOR,2021,258.92040256175665
723,EL SALVADOR,2022,154.8993288590604
724,ESTONIA,1995,51.58730158730159
725,ESTONIA,1996,65.28765352294764
726,ESTONIA,1997,74.25742574257426
727,ESTONIA,1998,93.42977697408077
728,ESTONIA,1999,120.78651685393258
729,ESTONIA,2000,113.33333333333333
730,ESTONIA,2001,115.8021712907117
731,ESTONIA,2002,124.93239588967009
732,ESTONIA,2003,153.73493975903614
734,ESTONIA,2007,989.6602658788775
735,ESTONIA,2008,1169.0751445086705
736,ESTONIA,2009,804.5212765957447
737,ESTONIA,2010,662.82722513089
738,ESTONIA,2011,764.7058823529412
739,ESTONIA,2012,693.9843068875327
740,ESTONIA,2013,908.2332761578044
741,ESTONIA,2014,828.1907433380084
742,ESTONIA,2015,820.8
743,ESTONIA,2016,867.8117998506348
744,ESTONIA,2017,974.9804534792806
745,ESTONIA,2018,707.1048815853069
746,ESTONIA,2019,907.7555816686252
747,ESTONIA,2020,1068.100358422939
748,ESTONIA,2021,1200.0
749,ESTONIA,2022,1068.8073394495414
750,ESWATINI,2005,45.28650646950092
751,ESWATINI,2006,45.708955223880594
752,ESWATINI,2007,45.13274336283186
753,ESWATINI,2008,39.082412914188616
754,ESWATINI,2009,57.83132530120482
755,ESWATINI,2010,53.46187554776512
756,ESWATINI,2011,23.734177215189874
757,ESWATINI,2012,31.36136849607983
758,ESWATINI,2013,24.157660521296886
759,ESWATINI,2014,32.58901629450815
760,ESWATINI,2015,29.18855808523059
761,ESWATINI,2016,16.769144773616546
762,ESWATINI,2017,37.12164477441462
763,ESWATINI,2018,23.8788584740827
764,ESWATINI,2019,19.755955839628122
769,ESWATINI,2022,68.91701828410689
798,FINLAND,1995,442.58791529046044
799,FINLAND,1996,464.61976413176086
800,FINLAND,1997,397.47754634053126
801,FINLAND,1998,434.7459413873076
802,FINLAND,1999,382.95069627399323
803,FINLAND,2000,313.1552248900913
804,FINLAND,2001,317.9945054945055
805,FINLAND,2002,342.8376301861021
806,FINLAND,2003,435.9892569382274
807,FINLAND,2004,486.89203173508105
808,FINLAND,2005,458.3083383323335
809,FINLAND,2006,532.6695706285003
810,FINLAND,2007,621.0821768283175
811,FINLAND,2008,692.0499543100823
812,FINLAND,2009,658.000896458987
813,FINLAND,2010,575.1503006012024
814,FINLAND,2011,592.6195678562758
815,FINLAND,2012,489.7775105231509
816,FINLAND,2013,556.0571068654209
817,FINLAND,2014,542.2671982009608
818,FINLAND,2015,478.5471961684295
819,FINLAND,2016,505.05935006810665
820,FINLAND,2017,535.3053435114504
821,FINLAND,2018,579.3893129770993
822,FINLAND,2019,543.8697318007663
823,FINLAND,2020,611.8959107806692
824,FINLAND,2021,305.51876379690947
825,FINLAND,2022,639.52802359882
826,FRANCE,1995,875.414749009954
827,FRANCE,1996,977.797366536279
828,FRANCE,1997,1021.9106047326907
829,FRANCE,1998,1041.0466338441113
830,FRANCE,1999,1508.4086420491951
831,FRANCE,2000,1133.3098662375542
832,FRANCE,2001,1173.6828445367246
833,FRANCE,2002,1298.3346983346983
834,FRANCE,2003,1511.3587424633936
835,FRANCE,2004,1394.586153045289
836,FRANCE,2005,1394.4395017793595
837,FRANCE,2006,1193.308001623197
838,FRANCE,2007,1143.4347091479603
839,FRANCE,2008,1321.9638242894057
840,FRANCE,2009,1207.0417020165764
841,FRANCE,2010,1277.716611617122
842,FRANCE,2011,1435.656277084069
843,FRANCE,2012,1343.9039201133526
844,FRANCE,2013,1385.001805824605
845,FRANCE,2014,763.5364651002615
846,FRANCE,2015,1291.1983795086253
847,FRANCE,2016,1364.4216493453907
848,FRANCE,2017,499.18105931389715
849,FRANCE,2018,1029.0207826249766
850,FRANCE,2019,512.4960680256922
851,FRANCE,2020,1348.6165265185325
852,FRANCE,2021,1631.2082519198436
853,FRANCE,2022,1035.2294600344444
878,GEORGIA,2005,197.1995332555426
879,GEORGIA,2006,124.07132243684993
880,GEORGIA,2007,119.48404616429056
881,GEORGIA,2008,108.44017094017094
882,GEORGIA,2009,91.41414141414141
883,GEORGIA,2010,95.39789069990412
884,GEORGIA,2011,95.21680822530175
885,GEORGIA,2012,93.6356986100951
886,GEORGIA,2013,91.30434782608695
887,GEORGIA,2014,96.26529298132647
888,GEORGIA,2015,105.2295918367347
889,GEORGIA,2016,113.52941176470588
890,GEORGIA,2017,120.48818488704232
891,GEORGIA,2018,141.96863169280692
892,GEORGIA,2019,173.8095238095238
893,GERMANY,1997,961.7741935483871
894,GERMANY,1998,786.4595375722544
895,GERMANY,1999,715.4545454545455
896,GERMANY,2000,656.2038083644901
897,GERMANY,2001,635.479638508418
898,GERMANY,2002,659.9082009627704
899,GERMANY,2003,765.0125959341497
900,GERMANY,2004,839.4041881238289
901,GERMANY,2005,856.2143566299554
902,GERMANY,2006,906.5048104546399
903,GERMANY,2007,1012.6554525633686
904,GERMANY,2008,1063.108316608856
905,GERMANY,2009,952.2367821197704
906,GERMANY,2010,903.2746413266257
907,GERMANY,2011,1018.1244981816465
908,GERMANY,2012,1005.7174630419804
909,GERMANY,2013,1044.043494666072
910,GERMANY,2014,1123.7952968388588
911,GERMANY,2015,925.1346477662204
912,GERMANY,2016,878.6029945254271
913,GERMANY,2017,971.147810653449
915,GERMANY,2018,877.0706270383814
917,GERMANY,2019,935.3380285935318
919,GERMANY,2020,1051.1297366208262
921,GERMANY,2021,1038.9791850740748
923,GERMANY,2022,1018.8056289899911
931,GREECE,2008,1043.8247011952192
932,GREECE,2009,882.1382007822685
933,GREECE,2010,750.9871018689129
934,GREECE,2011,639.7490386561425
935,GREECE,2012,505.02029480880157
936,GREECE,2013,530.0391815411406
937,GREECE,2014,474.83626335746294
938,GREECE,2015,359.0844062947067
939,GREECE,2016,306.8417415342087
940,GREECE,2017,280.54651919323356
941,GREECE,2018,324.3311141816355
942,GREECE,2019,391.1824668705403
943,GREECE,2020,386.4027538726334
944,GREECE,2021,644.6199407699901
945,GREECE,2022,394.9744797801335
952,GUATEMALA,2001,387.9310344827586
953,GUATEMALA,2002,438.79173290937996
954,GUATEMALA,2003,474.16413373860183
955,GUATEMALA,2004,450.8196721311475
956,GUATEMALA,2005,428.71690427698576
957,GUATEMALA,2006,501.4218009478673
958,GUATEMALA,2007,511.13013698630135
959,GUATEMALA,2008,537.9796397807361
960,GUATEMALA,2009,927.8033794162826
961,GUATEMALA,2010,447.7289113193944
962,GUATEMALA,2011,913.6490250696379
963,GUATEMALA,2012,987.5173370319002
964,GUATEMALA,2013,454.16913069189826
965,GUATEMALA,2014,788.3064516129032
966,GUATEMALA,2015,667.2566371681415
967,GUATEMALA,2016,630.9623430962343
968,GUATEMALA,2017,292.7842840952021
969,GUATEMALA,2018,524.7074122236671
970,GUATEMALA,2019,238.91987085412387
971,GUATEMALA,2020,500.0
972,GUATEMALA,2021,326.46048109965636
973,GUATEMALA,2022,681.0772501771793
989,HONDURAS,2010,294.4954128440367
990,HONDURAS,2011,324.1758241758242
991,HONDURAS,2012,423.5074626865672
992,HONDURAS,2013,382.93838862559244
993,HONDURAS,2014,317.37089201877933
994,HONDURAS,2015,311.30434782608694
995,HONDURAS,2016,330.06244424620877
996,HONDURAS,2017,275.60137457044675
997,HONDURAS,2018,290.3914590747331
998,HONG KONG,1998,283.1029121317813
999,HONG KONG,1999,247.13984645491496
1000,HONG KONG,2000,212.25446087502758
1001,HONG KONG,2001,201.60075946052115
1002,HONG KONG,2002,192.40780911062907
1003,HONG KONG,2003,187.85282919784692
1004,HONG KONG,2004,192.58958245649683
1005,HONG KONG,2005,184.02489626556016
1006,HONG KONG,2006,185.24771803936054
1007,HONG KONG,2007,186.4356362013832
1008,HONG KONG,2008,196.4937554174653
1009,HONG KONG,2009,189.6947216867176
1010,HONG KONG,2010,205.54937116600743
1011,HONG KONG,2011,224.27372193925675
1012,HONG KONG,2012,235.43552699469956
1013,HONG KONG,2013,251.4221379473809
1014,HONG KONG,2014,260.4266496290775
1015,HONG KONG,2015,258.851395343616
1016,HONG KONG,2016,263.0942261165239
1017,HONG KONG,2017,278.03820205029353
1018,HONG KONG,2018,286.68098119591383
1019,HONG KONG,2019,283.78820672543947
1020,HONG KONG,2020,668.1999757898559
1021,HONG KONG,2021,3717.1270718232045
1022,HONG KONG,2022,2523.154516276937
1023,HUNGARY,1995,114.49973247726057
