,Country,Year,Expenditure_per_Visitor
1024,HUNGARY,1996,122.84482758620689
1025,HUNGARY,1997,122.73063336893124
1026,HUNGARY,1998,119.83437525371438
1027,HUNGARY,1999,145.26454528337413
1028,HUNGARY,2000,149.2092182557614
1029,HUNGARY,2001,161.90561475776843
1030,HUNGARY,2002,164.50717260527534
1031,HUNGARY,2003,181.6145067562837
1032,HUNGARY,2004,137.88586399362114
1033,HUNGARY,2005,128.21667886705333
1034,HUNGARY,2006,113.21323130686268
1035,HUNGARY,2007,149.27298311444653
1036,HUNGARY,2008,93.96031815400751
1037,HUNGARY,2009,82.62972867401821
1038,HUNGARY,2010,74.73962381470542
1039,HUNGARY,2011,149.39280990741855
1040,HUNGARY,2012,116.83082450597783
1041,HUNGARY,2013,118.8427484723781
1042,HUNGARY,2014,124.60220318237454
1043,HUNGARY,2015,52.965181905009985
1044,HUNGARY,2016,114.63350092617094
1045,HUNGARY,2017,121.64359264915997
1046,HUNGARY,2018,115.7202367901776
1047,HUNGARY,2019,55.12982964259136
1048,HUNGARY,2020,91.06623713365286
1049,HUNGARY,2021,54.4933438925972
1050,HUNGARY,2022,171.65380558485538
1051,HUNGARY,2022,131.84922000777217
1069,ICELAND,2016,2270.5223880597014
1070,ICELAND,2017,2510.5008077544426
1071,ICELAND,2018,2531.437125748503
1072,ICELAND,2019,2469.721767594108
1075,INDIA,1995,325.91623036649213
1076,INDIA,1996,263.56812933025407
1077,INDIA,1997,360.1717659688674
1078,INDIA,1998,449.48832327473104
1079,INDIA,1999,488.45686512758203
1080,INDIA,2000,609.1485507246376
1081,INDIA,2001,658.6327782646802
1082,INDIA,2002,604.8582995951417
1083,INDIA,2003,669.9682302373388
1084,INDIA,2004,775.1488813777563
1085,INDIA,2005,861.0995128740432
1086,INDIA,2006,820.7434052757794
1087,INDIA,2007,840.130839210876
1088,INDIA,2008,883.8792786161207
1089,INDIA,2009,841.2397216951297
1090,INDIA,2010,807.6686171850939
1091,INDIA,2011,978.9195369444047
1092,INDIA,2012,827.2117962466488
1093,INDIA,2013,698.604595212318
1094,INDIA,2014,796.2356792144026
1095,INDIA,2015,728.2096584216725
1096,INDIA,2016,748.7198244330651
1097,INDIA,2017,770.2877667794345
1098,INDIA,2018,810.7316702160024
1099,INDIA,2019,851.3839866245588
1100,INDIA,2020,1723.6463331048662
1101,INDIA,2021,1669.9801192842942
1102,INDIA,2022,1198.1944444444443
1103,INDONESIA,2000,1449.8866213151928
1104,INDONESIA,2001,1359.680638722555
1105,INDONESIA,2002,1017.951098731043
1106,INDONESIA,2003,886.1414606095457
1107,INDONESIA,2004,889.8756660746003
1108,INDONESIA,2005,872.8689722357526
1109,INDONESIA,2006,811.3549426213006
1110,INDONESIA,2007,950.7561070182242
1111,INDONESIA,2008,1012.395187750638
1112,INDONESIA,2009,1052.048288145656
1113,INDONESIA,2010,1025.6615878107457
1114,INDONESIA,2011,926.6666666666666
1115,INDONESIA,2012,908.3713442447008
1116,INDONESIA,2013,956.3862928348909
1117,INDONESIA,2014,951.4490958632648
1118,INDONESIA,2015,891.8786692759295
1119,INDONESIA,2016,907.1942446043165
1120,INDONESIA,2017,935.9756097560976
1121,INDONESIA,2018,1089.3536121673003
1122,INDONESIA,2019,967.4052528017794
1123,INDONESIA,2020,599.0404386566141
1124,INDONESIA,2021,275.86206896551727
1125,INDONESIA,2022,1775.7695566224231
1126,IRAN,1995,241.0
1127,IRAN,1996,211.82266009852216
1128,IRAN,1997,266.57362177250525
1129,IRAN,1998,90.53254437869822
1130,IRAN,1999,340.51724137931035
1131,IRAN,2000,292.21347331583553
1132,IRAN,2001,295.0
1133,IRAN,2002,1283.806915439918
1134,IRAN,2014,1227.8513899714212
1135,IRAN,2015,1358.3081570996978
1136,IRAN,2016,1136.11635394693
1137,IRAN,2017,1091.4350754054824
1138,IRAN,2018,1200.469418749137
1139,IRELAND,1995,798.5865724381625
1140,IRELAND,1996,804.2444200512258
1141,IRELAND,1997,723.8781526367508
1142,IRELAND,1998,905.4054054054054
1143,IRELAND,1999,735.738255033557
1144,IRELAND,2000,667.4596880782448
1145,IRELAND,2001,677.8937381404174
1146,IRELAND,2002,810.3150625809236
1147,IRELAND,2003,960.8439845810509
1148,IRELAND,2004,957.1085228323165
1149,IRELAND,2005,993.4565679699002
1150,IRELAND,2006,1002.482476635514
1151,IRELAND,2007,1122.1314663555038
1152,IRELAND,2008,1322.4577884981593
1153,IRELAND,2009,1110.5434936852562
1154,IRELAND,2010,1021.9748445858031
1155,IRELAND,2011,1032.8523180841264
1156,IRELAND,2012,893.1818181818181
1158,IRELAND,2013,942.0884632922937
1160,IRELAND,2014,960.4553624925105
1162,IRELAND,2015,804.05976881872
1164,IRELAND,2016,815.3282762228616
1166,IRELAND,2017,809.6928160567862
1168,IRELAND,2018,872.4979752400786
1170,IRELAND,2019,872.2994652406417
1172,IRELAND,2020,1102.3215821152194
1174,IRELAND,2021,1108.9630931458698
1176,ISRAEL,1995,938.4683488269145
1177,ISRAEL,1996,909.38123752495
1178,ISRAEL,1997,843.3690432212782
1179,ISRAEL,1998,829.0311766677842
1180,ISRAEL,1999,801.1239463003434
1181,ISRAEL,2000,794.3342776203966
1182,ISRAEL,2001,827.0148834597023
1183,ISRAEL,2002,776.9630308585396
1184,ISRAEL,2003,772.9615034859048
1185,ISRAEL,2004,861.0957387935805
1186,ISRAEL,2005,884.4589096826688
1187,ISRAEL,2006,915.4322650148129
1188,ISRAEL,2007,947.6730166385339
1189,ISRAEL,2008,941.5260280484906
1190,ISRAEL,2009,883.453955577739
1191,ISRAEL,2010,858.5148746779105
1192,ISRAEL,2011,860.4969227262366
1193,ISRAEL,2012,898.8273166245114
1194,ISRAEL,2013,954.8034475509775
1195,ISRAEL,2014,1001.5441034549315
1196,ISRAEL,2015,1020.5398064844678
1197,ISRAEL,2016,950.7447279162366
1198,ISRAEL,2017,928.9193102540477
1199,ISRAEL,2018,929.776938510563
1200,ISRAEL,2019,888.2231179867088
1201,ISRAEL,2020,1168.3937823834196
1202,ISRAEL,2021,1069.490403706155
1203,ISRAEL,2022,910.8159392789374
1204,ITALY,1996,869.7518296373742
1205,ITALY,1997,414.0461737486317
1206,ITALY,1998,414.74393721571494
1207,ITALY,1999,199.1837793845319
1208,ITALY,2000,351.4833736667563
1209,ITALY,2001,339.3180619568457
1210,ITALY,2002,379.28795342588444
1211,ITALY,2003,444.4636193023707
1212,ITALY,2004,506.7079207920792
1213,ITALY,2005,515.170364226968
1214,ITALY,2006,499.5147620177274
1215,ITALY,2007,555.7092299556604
1216,ITALY,2008,568.5305304937432
1217,ITALY,2009,509.98377067415527
1218,ITALY,2010,243.217098066161
1219,ITALY,2011,546.3823479103712
1220,ITALY,2012,245.96679696654385
1221,ITALY,2013,511.9981760492467
1222,ITALY,2014,523.2286247711577
1223,ITALY,2015,212.69277323510715
1224,ITALY,2016,434.70772442588725
1225,ITALY,2017,464.69138269877755
1226,ITALY,2018,490.30149522019775
1227,ITALY,2019,243.5960294176747
1228,ITALY,2020,253.42098515047672
1229,ITALY,2021,845.9745280873323
1230,ITALY,2022,576.3143805546632
1231,JAPAN,1995,2403.1899594718266
1232,JAPAN,1996,2219.706498951782
1233,JAPAN,1997,1964.470630244599
1234,JAPAN,1998,1822.4724788055169
1235,JAPAN,1999,2003.4234013938135
1236,JAPAN,2000,1789.3260003367193
1237,JAPAN,2001,1636.1001480019734
1238,JAPAN,2002,1613.2663559886219
1239,JAPAN,2003,2177.94825511432
1240,JAPAN,2004,2272.71106886103
1241,JAPAN,2005,2158.4118593426797
1242,JAPAN,2006,1532.7060165383518
1243,JAPAN,2007,1532.8707718993928
1244,JAPAN,2008,1745.230499781072
1245,JAPAN,2009,1631.4256118088826
1246,JAPAN,2010,1679.990382881529
1247,JAPAN,2011,1604.2132517359069
1248,JAPAN,2012,1509.1666215996972
1249,JAPAN,2013,1251.1303153436731
1250,JAPAN,2014,1142.6374016446784
1251,JAPAN,2015,985.1979770568645
1252,JAPAN,2016,1084.482355690582
1253,JAPAN,2017,1016.7141818994913
1254,JAPAN,2018,1065.6325841511027
1255,JAPAN,2019,1059.5587869130025
1256,JAPAN,2020,1716.446124763705
1257,JAPAN,2021,5529.296875
1258,JAPAN,2022,1307.7200577200576
1259,JORDAN,1995,376.7730496453901
1260,JORDAN,1996,333.9176161262051
1261,JORDAN,1997,322.7899432278994
1262,JORDAN,1998,334.8181143281366
1263,JORDAN,1999,227.41832158872518
1264,JORDAN,2000,215.3846153846154
1265,JORDAN,2001,215.3846153846154
1266,JORDAN,2002,355.01567398119124
1267,JORDAN,2003,367.7786818551668
1268,JORDAN,2004,369.01408450704224
1269,JORDAN,2005,384.1103086014445
1270,JORDAN,2006,391.30434782608694
1271,JORDAN,2007,421.68099331423116
1272,JORDAN,2008,438.8111888111888
1273,JORDAN,2009,431.46796431467965
1274,JORDAN,2010,509.39727802981207
1275,JORDAN,2011,529.1704649042844
1276,JORDAN,2012,321.25807357483853
1277,JORDAN,2013,628.440366972477
1278,JORDAN,2014,811.6560056858565
1279,JORDAN,2015,710.3490508266993
1280,JORDAN,2016,720.9169054441261
1281,JORDAN,2017,870.6030150753769
1282,JORDAN,2018,924.0506329113924
1283,JORDAN,2019,950.5530253741053
1285,JORDAN,2021,1085.1063829787233
1286,JORDAN,2022,1047.891350964975
1287,KAZAKHSTAN,1996,609.942638623327
1289,KAZAKHSTAN,1998,992.0318725099602
1291,KAZAKHSTAN,2000,327.1852445870088
1292,KAZAKHSTAN,2001,293.3740191804708
1293,KAZAKHSTAN,2002,332.89357959542656
1294,KAZAKHSTAN,2003,281.8028643639427
1295,KAZAKHSTAN,2004,215.58109833971903
1296,KAZAKHSTAN,2005,253.109243697479
1297,KAZAKHSTAN,2006,222.61388286334056
1298,KAZAKHSTAN,2007,238.1161971830986
1299,KAZAKHSTAN,2008,248.9607390300231
1300,KAZAKHSTAN,2009,208.7405495113406
1301,KAZAKHSTAN,2010,211.49692639973418
1302,KAZAKHSTAN,2011,200.87281795511223
1303,KAZAKHSTAN,2012,180.46439799238874
1304,KAZAKHSTAN,2013,341.87697160883283
1305,KAZAKHSTAN,2014,336.3636363636364
1306,KAZAKHSTAN,2015,253.649473591082
1307,KAZAKHSTAN,2016,250.82000820008201
1308,KAZAKHSTAN,2017,249.48835396160217
1309,KAZAKHSTAN,2018,252.39526582754087
1310,KAZAKHSTAN,2019,255.4403661156253
1311,KAZAKHSTAN,2020,329.14485165794065
1312,KAZAKHSTAN,2021,471.2939160239931
1313,KAZAKHSTAN,2022,317.2099087353325
1314,KOREA,1995,1660.38229903116
1315,KOREA,1996,1609.378360937836
1316,KOREA,1997,1538.5292822545134
1317,KOREA,1998,1131.3987610042386
1318,KOREA,1999,1124.136342699217
1319,KOREA,2000,1294.8438634713145
1320,KOREA,2001,1251.972386587771
1321,KOREA,2002,1469.1843324441948
1322,KOREA,2003,1425.769122212814
1323,KOREA,2004,1399.2748697031498
1324,KOREA,2005,1528.373015873016
1325,KOREA,2006,1620.0689061154178
1326,KOREA,2007,1647.8048780487804
1327,KOREA,2008,1588.5295098366123
1328,KOREA,2009,1583.6317674320624
1329,KOREA,2010,1502.722613709161
1330,KOREA,2011,1569.2453127461793
1331,KOREA,2012,1502.8754458761011
1332,KOREA,2013,1458.1705509901658
1333,KOREA,2014,1442.1988682295878
1334,KOREA,2015,1308.64836872087
1335,KOREA,2016,1217.1290711700844
1336,KOREA,2017,1196.0673309178744
1337,KOREA,2018,1224.3169779760246
1338,KOREA,2019,1140.1755241345686
1339,KOREA,2020,3763.33021515435
1340,KOREA,2021,14578.086672117743
1341,KOREA,2022,3040.128166005493
1342,KUWAIT,1995,2560.364464692483
1343,KUWAIT,1996,2371.0751665080875
1344,KUWAIT,1997,2166.8185961713766
1345,KUWAIT,1998,1991.2974683544303
1346,KUWAIT,1999,1877.5847808105873
1347,KUWAIT,2000,2018.6084142394823
1348,KUWAIT,2001,1705.8823529411766
1349,KUWAIT,2002,1751.304347826087
1350,KUWAIT,2003,1887.260428410372
1351,KUWAIT,2004,1919.6058091286307
1352,KUWAIT,2005,2085.5959502991254
1353,KUWAIT,2006,2203.6378015025703
1354,KUWAIT,2007,2505.096262740657
1365,KYRGYZSTAN,2007,200.35778175313058
1366,KYRGYZSTAN,2008,133.7439507259129
1367,KYRGYZSTAN,2009,62.44689889549703
1368,KYRGYZSTAN,2010,110.28315946348734
1369,KYRGYZSTAN,2011,80.69258412283567
1370,KYRGYZSTAN,2012,96.65838166252416
1371,KYRGYZSTAN,2013,87.65339343851741
1372,KYRGYZSTAN,2014,102.9023746701847
1373,KYRGYZSTAN,2015,99.55089820359281
1374,KYRGYZSTAN,2016,110.1553166069295
1375,KYRGYZSTAN,2017,65.6770130454341
1376,KYRGYZSTAN,2018,45.91314519666618
1377,KYRGYZSTAN,2019,73.57922468949944
1378,KYRGYZSTAN,2020,58.55263157894737
1379,KYRGYZSTAN,2021,40.376106194690266
1380,KYRGYZSTAN,2022,58.38243170862346
1381,LATVIA,1995,13.245033112582782
1382,LATVIA,1996,207.4527252502781
1383,LATVIA,1997,173.6814064997336
1384,LATVIA,1998,155.532891381948
1385,LATVIA,1999,118.79432624113475
1386,LATVIA,2000,95.14637904468412
1387,LATVIA,2001,82.68446421950316
1388,LATVIA,2002,99.7398091934085
1389,LATVIA,2003,143.48206474190727
1390,LATVIA,2004,153.43915343915344
1391,LATVIA,2005,197.36397431564717
1392,LATVIA,2006,223.42113614725483
1393,LATVIA,2007,272.80753384343734
1394,LATVIA,2008,301.16340560549975
1395,LATVIA,2009,244.1860465116279
1396,LATVIA,2010,194.47779111644658
1397,LATVIA,2011,234.87872275099784
1398,LATVIA,2012,371.58469945355193
1399,LATVIA,2013,402.5900900900901
1400,LATVIA,2014,387.32394366197184
1401,LATVIA,2015,359.30232558139534
1402,LATVIA,2016,360.49510056730276
1403,LATVIA,2017,354.25790754257906
1404,LATVIA,2018,353.5632183908046
1405,LATVIA,2019,309.56375838926175
1406,LATVIA,2020,801.4492753623189
1407,LATVIA,2021,1170.1112877583466
1408,LATVIA,2022,581.2608444187391
1411,LIBYA,1997,413.84615384615387
1412,LITHUANIA,1995,55.064935064935064
1413,LITHUANIA,1996,92.87709497206704
1414,LITHUANIA,1997,92.92183830929218
1415,LITHUANIA,1998,90.09564949089787
1416,LITHUANIA,1999,97.79179810725552
1417,LITHUANIA,2000,69.65859030837004
1418,LITHUANIA,2001,64.60176991150442
1419,LITHUANIA,2002,90.95982142857143
1420,LITHUANIA,2003,134.49457452884067
1421,LITHUANIA,2005,454.99081445192894
1422,LITHUANIA,2006,104.20726814169437
1423,LITHUANIA,2007,157.684355616816
1424,LITHUANIA,2008,397.71250324928513
1425,LITHUANIA,2009,307.5020610057708
1426,LITHUANIA,2010,196.93806541405706
1427,LITHUANIA,2011,106.85408632914542
1428,LITHUANIA,2012,112.57149811366679
1429,LITHUANIA,2013,252.83822138126774
1430,LITHUANIA,2014,246.7381174277726
1431,LITHUANIA,2015,238.88470233609647
1432,LITHUANIA,2016,122.11898153734765
1433,LITHUANIA,2017,259.66464834653004
1434,LITHUANIA,2018,297.7456401531263
1435,LITHUANIA,2019,284.3679573857816
1436,LITHUANIA,2020,327.44978697504564
1437,LITHUANIA,2021,329.8909925415949
1438,LITHUANIA,2022,148.6807552832312
1439,LUXEMBOURG,1997,1606.628242074928
1440,LUXEMBOURG,1998,1763.540290620872
1441,LUXEMBOURG,1999,1626.6996291718172
1442,LUXEMBOURG,2000,1377.8947368421052
1443,LUXEMBOURG,2001,1586.1321776814734
1444,LUXEMBOURG,2002,1464.2516682554815
1445,LUXEMBOURG,2003,1876.5915768854065
1446,LUXEMBOURG,2004,2010.909090909091
1447,LUXEMBOURG,2005,1917.2995780590718
1448,LUXEMBOURG,2006,2126.3837638376385
1449,LUXEMBOURG,2006,2071.0332103321034
1450,LUXEMBOURG,2007,2271.201413427562
1451,LUXEMBOURG,2008,2294.1176470588234
1452,LUXEMBOURG,2009,1889.1336270190895
1453,LUXEMBOURG,2010,1978.981406628941
1454,LUXEMBOURG,2011,1599.5130858186244
1455,LUXEMBOURG,2012,1543.6708860759493
1456,LUXEMBOURG,2012,1483.5443037974683
1457,LUXEMBOURG,2013,1551.1083743842364
1458,LUXEMBOURG,2014,1583.4710743801652
1459,LUXEMBOURG,2014,1539.9449035812672
1460,LUXEMBOURG,2015,1339.6004700352526
1461,LUXEMBOURG,2016,1391.6876574307305
1462,LUXEMBOURG,2017,1232.7365728900256
1463,LUXEMBOURG,2018,1312.7490039840638
1464,LUXEMBOURG,2019,1423.076923076923
1465,LUXEMBOURG,2020,1425.3424657534247
1466,LUXEMBOURG,2021,2140.5733186328557
1467,LUXEMBOURG,2021,2103.638368246968
1468,LUXEMBOURG,2022,1209.6488116353316
1471,MALAYSIA,1995,112.10154054839647
1472,MALAYSIA,1996,110.10157287961256
1473,MALAYSIA,1997,98.98719663672846
1474,MALAYSIA,1998,69.64223011197379
1475,MALAYSIA,1999,75.68956918709479
1476,MALAYSIA,2000,67.96148303419363
1477,MALAYSIA,2001,72.11432354888545
1478,MALAYSIA,2002,87.65820665639858
1479,MALAYSIA,2003,88.38234837427409
1480,MALAYSIA,2004,103.31263613016482
1515,MALTA,2015,394.84978540772534
1516,MALTA,2016,741.8181818181819
1517,MALTA,2017,745.65560821485
1518,MALTA,2018,711.5384615384615
1519,MALTA,2019,684.7545219638243
1522,MALTA,2022,595.68345323741
1551,MEXICO,1995,30.738658394726638
1552,MEXICO,1996,32.742986407842075
1553,MEXICO,1997,36.29175136606926
1554,MEXICO,1998,38.998582375123924
1555,MEXICO,1999,38.68532922143751
1556,MEXICO,2000,43.2080334412421
1557,MEXICO,2001,46.08347072705525
1558,MEXICO,2002,48.62275641282806
1559,MEXICO,2003,50.831199447221884
1560,MEXICO,2004,53.986330806885796
1561,MEXICO,2005,59.19371923484329
1562,MEXICO,2006,66.44703414138434
1563,MEXICO,2007,77.2503195179843
1564,MEXICO,2008,79.68824114807616
1565,MEXICO,2009,73.37011849981675
1566,MEXICO,2010,39.576684941221394
1567,MEXICO,2011,88.88586247205293
1568,MEXICO,2012,48.328051891595074
1569,MEXICO,2013,100.47694053113331
1570,MEXICO,2014,105.58132377832978
1571,MEXICO,2015,106.3081652419253
1572,MEXICO,2016,105.8107053362363
1573,MEXICO,2017,57.49168651119868
1574,MEXICO,2018,65.07919030592436
1575,MEXICO,2019,119.4049690641918
1576,MEXICO,2020,96.37785666740626
1577,MEXICO,2021,78.0380562504738
1578,MEXICO,2022,84.19570069586183
1579,MOROCCO,1995,229.3090356871678
1580,MOROCCO,1996,247.52475247524754
1581,MOROCCO,1997,261.8453865336658
1582,MOROCCO,1998,331.7647058823529
1583,MOROCCO,1999,292.55663430420714
1584,MOROCCO,2000,281.83023872679047
1585,MOROCCO,2001,228.68900646678424
1586,MOROCCO,2002,289.62818003913895
1587,MOROCCO,2003,339.9503722084367
1588,MOROCCO,2004,358.07860262008734
1589,MOROCCO,2005,272.3631508678238
1590,MOROCCO,2006,324.59016393442624
1591,MOROCCO,2007,329.711502435369
1592,MOROCCO,2008,318.62028646594564
1593,MOROCCO,2009,482.33754906236373
1594,MOROCCO,2010,553.1034482758621
1595,MOROCCO,2011,573.170731707317
1596,MOROCCO,2012,539.3887214808437
1597,MOROCCO,2013,600.4555808656037
1598,MOROCCO,2014,787.027027027027
1599,MOROCCO,2015,734.0314136125654
1600,MOROCCO,2016,783.2618025751073
1601,MOROCCO,2017,969.7133585722012
1602,MOROCCO,2018,1027.5611024440977
1603,MOROCCO,2019,1083.1259333001494
1604,MOROCCO,2020,1722.9102167182662
1605,MOROCCO,2021,1386.651323360184
1606,MOROCCO,2022,932.1782178217821
1620,NEPAL,2008,679.144385026738
1621,NEPAL,2009,736.8421052631579
